# evals,min,q25,med,q75,max,ave
7000.0,1.962024626125036e-05,4.7994636680522385e-05,0.00019988304482087649,0.0005435649915586668,0.07086162519864106,0.0054481973707119205
7050.0,1.8474673854427623e-05,4.2914022063105326e-05,0.00018843546860729574,0.0005172651139075571,0.06529326958827349,0.0052340759077008
7100.0,1.8474673854427623e-05,3.832556378500396e-05,0.00018342215685705602,0.0005152862717642115,0.05851997711066072,0.004676716806460632
7150.0,1.6363425462550017e-05,3.3917856270311485e-05,0.0001677121112885831,0.0005147043461036565,0.05851997711066072,0.004520334789638947
7200.0,1.6363425462550017e-05,2.7886789628019126e-05,0.00016613313861779964,0.00039313122527627085,0.05851997711066072,0.004503145826078427
7250.0,1.03609541956805e-05,2.7108062374071577e-05,0.00013807430131671409,0.00037825278142124106,0.05851997711066072,0.004374606559299433
7300.0,8.001335466894252e-06,2.3791729878006334e-05,0.00012888747258349683,0.0003212252570359112,0.05851997711066072,0.00424139338626058
7350.0,8.001335466894252e-06,2.0560318997400604e-05,0.00012124903191134994,0.0003212252570359112,0.045430600082153376,0.003544938622219951
7400.0,4.72838447219413e-06,1.9506174834545295e-05,0.00010694840083530515,0.0003089637662459701,0.045430600082153376,0.003506005717141283
7450.0,4.712852717341025e-06,1.5841604651574455e-05,9.003644421835656e-05,0.00028182029617600935,0.045430600082153376,0.0034952349426533814
7500.0,3.4542087558578233e-06,1.4929076792548071e-05,8.168081414023333e-05,0.00024786969815936626,0.045430600082153376,0.0033101386799656903
7550.0,2.636550618942432e-06,1.232711555423037e-05,7.469647947520744e-05,0.00020599406354104122,0.045430600082153376,0.003302832750901541
7600.0,2.636550618942432e-06,9.77829735193819e-06,5.5244235697383514e-05,0.00018986310968782308,0.045430600082153376,0.002948555260487436
7650.0,2.636550618942432e-06,8.399998087251177e-06,5.369265700620591e-05,0.0001797289352296474,0.045430600082153376,0.00293988759774625
7700.0,2.636550618942432e-06,8.090972801964438e-06,5.360937840841592e-05,0.00016626377597394378,0.045430600082153376,0.002804614273341746
7750.0,2.16820699011483e-06,7.0937046496368135e-06,4.6274741637829285e-05,0.00014105965548645398,0.045430600082153376,0.002652618293153961
7800.0,1.6765315678547706e-06,6.585589153188555e-06,4.074134692026695e-05,0.000129896136272733,0.045430600082153376,0.002624069555785631
7850.0,1.6765315678547706e-06,6.044811887151608e-06,3.635412117997142e-05,0.00012356552602632264,0.03704143923026182,0.002319429636522069
7900.0,1.6765315678547706e-06,4.9940432609444805e-06,3.478187389904065e-05,0.00011047603342147506,0.03704143923026182,0.0022082977160276674
7950.0,1.6765315678547706e-06,4.38231713087654e-06,3.32639913416176e-05,9.433412359897186e-05,0.03652388152356984,0.0021214577126183326
8000.0,1.4130397662263364e-06,4.1294772617129896e-06,2.676625053360777e-05,6.921451832723627e-05,0.02840240049494857,0.0018196281395971578
8050.0,1.2627461926661413e-06,3.7975580016695095e-06,2.2444921910052968e-05,6.310326309359496e-05,0.02840240049494857,0.0018167293312511973
8100.0,7.798136233240654e-07,3.3006377266242638e-06,2.2444921910052968e-05,6.272891093463895e-05,0.02840240049494857,0.001777472335832487
8150.0,7.798136233240654e-07,2.984707008427962e-06,1.8375527708630712e-05,4.9691339068386347e-05,0.02840240049494857,0.0017685993517093338
8200.0,5.455614557456104e-07,2.5179129869523123e-06,1.5218650550667293e-05,4.614154607196113e-05,0.02840240049494857,0.0017246676567807798
8250.0,5.455614557456104e-07,2.3727765710767545e-06,1.4870839654074339e-05,4.6061041414191255e-05,0.02840240049494857,0.0017236193288890042
8300.0,5.455614557456104e-07,2.1747247920873903e-06,1.4398101580929684e-05,4.1792857908877994e-05,0.02631756423148488,0.0016530347946057094
8350.0,5.447151669946635e-07,1.921901744633887e-06,1.1971672589217175e-05,3.6353795163823243e-05,0.023611186947829096,0.0015406733712645456
8400.0,3.8759449450803966e-07,1.712912468003027e-06,9.372994288096966e-06,3.616865686574853e-05,0.02106009145880667,0.0014532791164204209
8450.0,3.8759449450803966e-07,1.3941888877314245e-06,9.372994288096966e-06,3.616865686574853e-05,0.02106009145880667,0.0012764500683045865
8500.0,3.8759449450803966e-07,1.1281376923588567e-06,8.459773169375496e-06,3.074989100101907e-05,0.019983329836168143,0.0012391287725118357
8550.0,3.2476317729322665e-07,1.0170915811285735e-06,6.276337240582328e-06,2.3559010761017338e-05,0.019983329836168143,0.0012149932021943623
8600.0,3.193200176432533e-07,8.940749810285073e-07,5.192377783371235e-06,2.3559010761017338e-05,0.019983329836168143,0.001202731952756588
8650.0,2.1015690968384938e-07,6.942615560060014e-07,5.192377783371235e-06,2.3559010761017338e-05,0.01658894958754842,0.001089342975036503
8700.0,1.5650659432311562e-07,6.309898747850294e-07,5.083580638612707e-06,1.9528919598550148e-05,0.01658894958754842,0.00107553409185599
8750.0,1.467331637334741e-07,4.7303013305355334e-07,4.702078513761429e-06,1.674103490464982e-05,0.015166430812325759,0.0010161444361184448
8800.0,1.3450696380241197e-07,3.641904367901066e-07,3.9891112692897596e-06,1.4785851604564572e-05,0.013976367954512908,0.0008591219338556177
8850.0,1.309433443326753e-07,3.641904367901066e-07,3.5383146540627517e-06,1.4086043428875386e-05,0.013867458570773424,0.0008500274635043672
8900.0,1.1219530470712297e-07,3.223769726692905e-07,3.0511392308488275e-06,1.3536351054456177e-05,0.013867458570773424,0.0007929461677038672
8950.0,1.0629235315285903e-07,3.048265292073314e-07,2.4893769696724426e-06,1.2274355724101683e-05,0.013867458570773424,0.0007639413884841695
9000.0,8.162564299490117e-08,2.819451579623571e-07,2.387504382052137e-06,1.0908650225978578e-05,0.013867458570773424,0.0007503440933697661
9050.0,6.521397852271976e-08,2.3955252300151914e-07,1.968042760035133e-06,1.0247233429230367e-05,0.013867458570773424,0.000711031568733436
9100.0,6.521397852271976e-08,2.102573407449217e-07,1.86681853563436e-06,6.779424684746242e-06,0.012209049788634869,0.0006536391785013185
9150.0,5.361556376052167e-08,1.4989086451268965e-07,1.4307319424007674e-06,6.508679381910826e-06,0.011760180179947132,0.0006385514938832315
9200.0,4.306483180772184e-08,1.4127769473941757e-07,1.3030456925537573e-06,6.353480276953994e-06,0.011760180179947132,0.0006379217780269911
9250.0,2.719566762745864e-08,1.3211544344353677e-07,1.102428987957118e-06,6.273678705250712e-06,0.010750056050379663,0.0006039872870904204
9300.0,2.522466035182816e-08,1.0473612165447968e-07,1.0580426741882923e-06,5.906758392994201e-06,0.010750056050379663,0.000602425422227159
9350.0,2.4318798067701702e-08,9.358496662608752e-08,9.961447022009904e-07,5.637938210408093e-06,0.010750056050379663,0.0006001155212425149
9400.0,1.7120649498945868e-08,9.358496662608752e-08,8.23755273208586e-07,4.323203165095556e-06,0.010580771789098775,0.0005941760269127755
9450.0,1.7120649498945868e-08,7.062095227578177e-08,8.23755273208586e-07,3.021098057547153e-06,0.008262241364833955,0.0005097703488205506
9500.0,1.6916023139071085e-08,6.463190980500602e-08,6.881885096070767e-07,2.95177462459779e-06,0.008262241364833955,0.0004977246225706859
9550.0,1.3701515271881024e-08,5.887770298967457e-08,5.750706445551632e-07,2.8904353996176014e-06,0.008262241364833955,0.00046302225744201226
9600.0,1.2115222608034683e-08,5.5034623493559804e-08,4.7665785000873764e-07,2.8524033139713508e-06,0.006153700358235707,0.0003765316521607624
9650.0,1.001120031038682e-08,5.002005302286718e-08,3.795080500876198e-07,2.4166379588327013e-06,0.006153700358235707,0.000375665130059215
9700.0,9.532333465421355e-09,3.6592508699332494e-08,3.722921180595619e-07,2.1533780961439327e-06,0.006153700358235707,0.0003666390218293035
9750.0,8.049742307157885e-09,3.637870724466527e-08,3.7136429646459543e-07,2.1390876579438107e-06,0.006153700358235707,0.00036277236074676517
9800.0,6.896117783693265e-09,3.0614433048523984e-08,3.6694516499679067e-07,2.0737227279160743e-06,0.006153700358235707,0.0003560735819958854
9850.0,5.78286896389704e-09,2.782061775629909e-08,3.388554247237794e-07,1.6955506654356926e-06,0.006153700358235707,0.0003400690980809926
9900.0,4.6591187387052346e-09,2.6359826227270193e-08,2.982741046161608e-07,1.6955506654356926e-06,0.006153700358235707,0.0003255747440581469
9950.0,4.6591187387052346e-09,2.2024728191144065e-08,2.3405845757001165e-07,1.5376563888736716e-06,0.005682685956107081,0.0003069835557005641
10000.0,3.7495692310763266e-09,2.091352811289801e-08,1.8888493580168552e-07,1.4449886556735036e-06,0.004717542127001332,0.0002677987789375868
10050.0,3.3668016081732166e-09,1.9769817212713613e-08,1.475129149611427e-07,1.061056724690795e-06,0.004717542127001332,0.00026402203508479037
10100.0,2.7143850638235982e-09,1.574836494930583e-08,1.2503194677732247e-07,1.055644348062806e-06,0.004717542127001332,0.0002640007401854861
10150.0,2.6509844129449907e-09,1.2237952001871818e-08,1.1717477433122486e-07,9.41902882317878e-07,0.004717542127001332,0.0002591039524152214
10200.0,2.3178833115356086e-09,1.0790906226306422e-08,1.0295573998034543e-07,9.23632929808303e-07,0.004607244941779177,0.0002553977334511551
10250.0,2.3178833115356086e-09,8.134274670536773e-09,7.499890155735332e-08,7.187470501741612e-07,0.004055247884086559,0.00022308202339985783
10300.0,1.6742183271578865e-09,8.134274670536773e-09,7.347552009296422e-08,6.253436887569095e-07,0.0036833523478065695,0.0002065702110177949
10350.0,1.0906450340930439e-09,5.900451731740503e-09,6.709771036959548e-08,5.471272453825714e-07,0.0033316567913471077,0.0001900758445791421
10400.0,1.0906450340930439e-09,5.900451731740503e-09,6.57349915658836e-08,5.150916699794845e-07,0.0033316567913471077,0.0001894133473161435
10450.0,1.0906450340930439e-09,5.292417510353218e-09,5.096014903469219e-08,4.932547225015372e-07,0.0029014514864503524,0.00017197957606872763
10500.0,1.0233877901940435e-09,5.100287318634501e-09,4.7258623992120435e-08,4.393843698670575e-07,0.0029014514864503524,0.0001664224694003038
10550.0,1.002976070799729e-09,4.091430913212193e-09,4.4901728302206863e-08,3.785891471207949e-07,0.0029014514864503524,0.00016476245191405112
10600.0,3.6360304767979153e-10,3.7155998138427387e-09,3.2671777485632835e-08,3.1524397656978263e-07,0.0028744161609099983,0.00016384858565550732
10650.0,3.6360304767979153e-10,3.0065268443459465e-09,3.228042758398513e-08,3.1524397656978263e-07,0.0028744161609099983,0.00015669613478271782
10700.0,3.6360304767979153e-10,2.9575309366596886e-09,2.9045791372102216e-08,3.0159662175325817e-07,0.0027855747822009007,0.0001537297288756535
10750.0,3.102458489340794e-10,2.4460700301993645e-09,2.752772634276195e-08,2.5496309422070974e-07,0.002396592245932228,0.00013439565266123784
10800.0,3.102458489340794e-10,1.998085024686359e-09,2.6099103529675408e-08,2.323010914170921e-07,0.002396592245932228,0.00013341798017497692
10850.0,3.102458489340794e-10,1.8509416813411061e-09,2.151269444149591e-08,1.980552695537538e-07,0.002396592245932228,0.00012615325550095896
10900.0,2.649147530002272e-10,1.6365547839405601e-09,1.9823736898764404e-08,1.833048317534739e-07,0.0015356179911404468,9.713858292910718e-05
10950.0,2.649147530002272e-10,1.6292807825344979e-09,1.474156098112639e-08,1.3364754677118922e-07,0.0015356179911404468,9.638690544115372e-05
11000.0,2.649147530002272e-10,1.3793156430169822e-09,1.474156098112639e-08,1.3364754677118922e-07,0.001475011679935792,8.421703955619756e-05
11050.0,2.649147530002272e-10,1.3058618777200203e-09,1.4443320141786273e-08,1.1501806974075532e-07,0.001475011679935792,8.413135618398123e-05
